,area,solidity,extent_ellipse,ratio_perimeter,shape_ellipse,circularity,in_nest
0,18.910958904109588,0.7215156794425087,0.7942855757436131,0.8271565984088899,0.5350932385580885,0.251857643356119,0
1,13.461187214611872,0.5415633324148067,0.550637784067575,0.761038937150178,0.9343559737670782,0.23726941799434687,0
2,12.091324200913242,0.6437340464324784,0.630487845772793,0.8152591787976415,0.6283816809474297,0.21903992623861435,0
3,11.947488584474886,0.7461856552117496,0.7822579518796474,0.7898390259036443,0.533644802824192,0.27171218935535096,0
4,11.285388127853881,0.7221329437545654,0.646685497355922,0.7551795336451114,0.6231350757452402,0.2610947188406797,0
5,10.084474885844749,0.682267531665122,0.6662734149257216,0.640234319764865,0.7830109200542127,0.3973940072533859,0
6,3.632420091324201,0.9154200230149597,0.1104678912560471,0.10675487108502127,0.04316016170211639,0.25613449163085983,1
7,2.2557077625570776,0.9743589743589743,0.9309429171794984,0.5021756948375053,0.415362199034489,0.7034371474192086,0
8,19.5,0.718939393939394,0.7921013844761581,0.8218974792621758,0.5446114801626519,0.2563413094947578,0
9,13.796803652968036,0.5409542565571569,0.5306974108294223,0.7499985889351309,0.9550463078872673,0.23567938970537441,0
10,12.41324200913242,0.7513819789939193,0.7850018840071104,0.7943152002599683,0.5180317965681207,0.2660257576655411,0
11,12.365296803652969,0.6439952437574317,0.6600367879345741,0.8370205846089956,0.6373022313569742,0.21855459071612177,0
12,11.43607305936073,0.713126423690205,0.6591436201023735,0.7649421184749273,0.6428127499261709,0.2620570474692553,0
13,10.495433789954339,0.678323742068762,0.6598225457083509,0.6476949165509901,0.8317777246094566,0.3882554016833638,0
14,5.337899543378995,0.9374498797113071,0.2683666028709511,0.20252830377218584,0.0631663061676132,0.25125540433737564,1
15,2.353881278538813,0.9644527595884004,0.9423614651290269,0.5110086114623952,0.4110332963303061,0.6834692668953254,0
16,19.60958904109589,0.7257287705956907,0.8205830658754989,0.8261088449942804,0.5270357019439954,0.25910715503063075,0
17,13.9337899543379,0.5443275062433107,0.5609532096853183,0.7688826470239473,0.9563059761436202,0.2370399268446772,0
18,12.424657534246576,0.64349059950337,0.6487179215310619,0.8316230697255577,0.6354284536829917,0.2173944629112841,0
19,12.424657534246576,0.7435442000273261,0.76071943746698,0.7756528193326045,0.525700170807955,0.27216138371770804,0
20,11.56392694063927,0.713279819743698,0.6383443268352818,0.7536141384070344,0.6243740535948213,0.2589739996973746,0
21,10.56392694063927,0.6753758575390454,0.6726986158316399,0.6545317557279001,0.8294162581658598,0.38745349034758997,0
22,2.595890410958904,0.9045346062052506,0.017484376848142455,0.030501978178880708,0.023331341596963054,0.2697839919853398,1
23,2.358447488584475,0.9645191409897292,0.9249650040212897,0.5024475784426061,0.40195532879818596,0.6847951094955641,0
24,19.940639269406393,0.7245126503525509,0.8210695496486958,0.8278220264040063,0.5378688700037383,0.26052086772557137,0
25,14.207762557077626,0.5412245607931814,0.5392231821074331,0.7548745642838407,0.9229580092405615,0.23600042958942974,0
26,12.605022831050228,0.747798997697413,0.7705813948786641,0.7771535796802043,0.522719968454153,0.273922086265191,0
27,12.426940639269406,0.6462835431014011,0.6508625428411144,0.8228774512364109,0.6301708842099112,0.22216224537774268,0
28,11.545662100456621,0.7132581100141043,0.675996729524352,0.7836060094643219,0.6179861755445463,0.25276367829414026,0
29,10.605022831050228,0.6740676244376723,0.6493116348752932,0.6460825279193813,0.8613935057937704,0.3856548179431447,0
30,2.335616438356164,0.9733587059942912,0.9196836547798016,0.5003177469531512,0.4050679857420305,0.6898563766308443,0
31,19.73972602739726,0.718046673864297,0.8058055430660007,0.827819290702958,0.5449469759554778,0.2571264269477844,0
32,14.317351598173516,0.5411632723507076,0.5401097949249735,0.7579109492554481,0.9264236282946834,0.23454975963812963,0
33,12.744292237442922,0.6515699778218746,0.6598912986727741,0.8341628134133168,0.6247683838393799,0.21855620885864593,0
34,12.616438356164384,0.7444429475953118,0.7432997393928197,0.7656827513615535,0.514487406802864,0.2702288178197752,0
35,11.73972602739726,0.7165551839464883,0.7078411596122329,0.8020400444352346,0.6442184258876726,0.25616506140128636,0
36,10.705479452054794,0.6752592165898618,0.6556814072164902,0.6479630861900076,0.8573319309629212,0.3869737656589225,0
37,2.4383561643835616,0.969147005444646,0.9378724147940899,0.5078176509565125,0.41009721329038307,0.6878677543883115,0
38,20.164383561643834,0.7276322293623332,0.8166661756452785,0.8191572384836194,0.529839843316268,0.26288782555276957,0
39,14.326484018264841,0.5421166306695464,0.5459149755075562,0.7551812974529519,0.902745702517752,0.2383742184584978,0
40,12.744292237442922,0.7516832749798007,0.7856833856606767,0.7883029180659473,0.5315485519802492,0.2734906689718521,0
41,12.682648401826484,0.6513836772983115,0.6666406963463118,0.8422442723315927,0.6196962552935197,0.21597147749395304,0
